trace_id,prompt_id,task_family,outcome,temperature_tag,transition,from_cluster,to_cluster,transition_path
trace_00218,causal_003,causal_micro_world,incorrect,0p5,middle_to_late,3,3,3->3
trace_00219,causal_003,causal_micro_world,correct,0p5,early_to_middle,1,3,1->3
trace_00219,causal_003,causal_micro_world,correct,0p5,middle_to_late,3,3,3->3
trace_00220,causal_003,causal_micro_world,correct,0p5,early_to_middle,1,3,1->3
trace_00220,causal_003,causal_micro_world,correct,0p5,middle_to_late,3,3,3->3
trace_00221,causal_003,causal_micro_world,correct,0p8,early_to_middle,1,3,1->3
trace_00221,causal_003,causal_micro_world,correct,0p8,middle_to_late,3,3,3->3
trace_00222,causal_003,causal_micro_world,incorrect,0p8,early_to_middle,1,3,1->3
trace_00222,causal_003,causal_micro_world,incorrect,0p8,middle_to_late,3,3,3->3
trace_00223,causal_003,causal_micro_world,incorrect,0p8,early_to_middle,1,3,1->3
trace_00223,causal_003,causal_micro_world,incorrect,0p8,middle_to_late,3,3,3->3
trace_00224,causal_003,causal_micro_world,incorrect,0p8,early_to_middle,1,3,1->3
trace_00224,causal_003,causal_micro_world,incorrect,0p8,middle_to_late,3,3,3->3
trace_00225,causal_003,causal_micro_world,correct,0p8,early_to_middle,1,3,1->3
trace_00225,causal_003,causal_micro_world,correct,0p8,middle_to_late,3,1,3->1
trace_00226,causal_004,causal_micro_world,correct,0p2,early_to_middle,4,1,4->1
trace_00226,causal_004,causal_micro_world,correct,0p2,middle_to_late,1,3,1->3
trace_00227,causal_004,causal_micro_world,correct,0p2,early_to_middle,4,4,4->4
trace_00227,causal_004,causal_micro_world,correct,0p2,middle_to_late,4,3,4->3
trace_00228,causal_004,causal_micro_world,correct,0p2,early_to_middle,4,1,4->1
trace_00228,causal_004,causal_micro_world,correct,0p2,middle_to_late,1,3,1->3
trace_00229,causal_004,causal_micro_world,correct,0p2,early_to_middle,4,1,4->1
trace_00229,causal_004,causal_micro_world,correct,0p2,middle_to_late,1,3,1->3
trace_00230,causal_004,causal_micro_world,correct,0p2,early_to_middle,4,1,4->1
trace_00230,causal_004,causal_micro_world,correct,0p2,middle_to_late,1,3,1->3
trace_00231,causal_004,causal_micro_world,correct,0p5,early_to_middle,4,0,4->0
trace_00231,causal_004,causal_micro_world,correct,0p5,middle_to_late,0,1,0->1
trace_00232,causal_004,causal_micro_world,correct,0p5,early_to_middle,4,1,4->1
trace_00232,causal_004,causal_micro_world,correct,0p5,middle_to_late,1,3,1->3
trace_00233,causal_004,causal_micro_world,correct,0p5,early_to_middle,4,1,4->1
trace_00233,causal_004,causal_micro_world,correct,0p5,middle_to_late,1,3,1->3
trace_00234,causal_004,causal_micro_world,correct,0p5,early_to_middle,4,1,4->1
trace_00234,causal_004,causal_micro_world,correct,0p5,middle_to_late,1,3,1->3
trace_00235,causal_004,causal_micro_world,correct,0p5,early_to_middle,4,1,4->1
trace_00235,causal_004,causal_micro_world,correct,0p5,middle_to_late,1,3,1->3
trace_00236,causal_004,causal_micro_world,incorrect,0p8,early_to_middle,4,1,4->1
trace_00236,causal_004,causal_micro_world,incorrect,0p8,middle_to_late,1,3,1->3
trace_00237,causal_004,causal_micro_world,correct,0p8,early_to_middle,4,1,4->1
trace_00237,causal_004,causal_micro_world,correct,0p8,middle_to_late,1,3,1->3
trace_00238,causal_004,causal_micro_world,correct,0p8,early_to_middle,4,4,4->4
trace_00238,causal_004,causal_micro_world,correct,0p8,middle_to_late,4,1,4->1
trace_00239,causal_004,causal_micro_world,correct,0p8,early_to_middle,4,4,4->4
trace_00239,causal_004,causal_micro_world,correct,0p8,middle_to_late,4,1,4->1
trace_00240,causal_004,causal_micro_world,correct,0p8,early_to_middle,4,4,4->4
trace_00240,causal_004,causal_micro_world,correct,0p8,middle_to_late,4,1,4->1
trace_00241,commonsense_001,commonsense_multihop,incorrect,0p2,early_to_middle,1,3,1->3
trace_00241,commonsense_001,commonsense_multihop,incorrect,0p2,middle_to_late,3,3,3->3
trace_00242,commonsense_001,commonsense_multihop,incorrect,0p2,early_to_middle,1,0,1->0
trace_00242,commonsense_001,commonsense_multihop,incorrect,0p2,middle_to_late,0,3,0->3
trace_00243,commonsense_001,commonsense_multihop,incorrect,0p2,early_to_middle,1,1,1->1
trace_00243,commonsense_001,commonsense_multihop,incorrect,0p2,middle_to_late,1,0,1->0
trace_00244,commonsense_001,commonsense_multihop,incorrect,0p2,early_to_middle,1,3,1->3
trace_00244,commonsense_001,commonsense_multihop,incorrect,0p2,middle_to_late,3,4,3->4
trace_00245,commonsense_001,commonsense_multihop,incorrect,0p2,early_to_middle,3,0,3->0
trace_00245,commonsense_001,commonsense_multihop,incorrect,0p2,middle_to_late,0,1,0->1
trace_00246,commonsense_001,commonsense_multihop,incorrect,0p5,early_to_middle,3,0,3->0
trace_00246,commonsense_001,commonsense_multihop,incorrect,0p5,middle_to_late,0,0,0->0
trace_00247,commonsense_001,commonsense_multihop,incorrect,0p5,early_to_middle,3,4,3->4
trace_00247,commonsense_001,commonsense_multihop,incorrect,0p5,middle_to_late,4,3,4->3
trace_00248,commonsense_001,commonsense_multihop,incorrect,0p5,early_to_middle,4,0,4->0
trace_00248,commonsense_001,commonsense_multihop,incorrect,0p5,middle_to_late,0,4,0->4
trace_00249,commonsense_001,commonsense_multihop,incorrect,0p5,early_to_middle,3,1,3->1
trace_00249,commonsense_001,commonsense_multihop,incorrect,0p5,middle_to_late,1,3,1->3
trace_00250,commonsense_001,commonsense_multihop,correct,0p5,early_to_middle,1,4,1->4
trace_00250,commonsense_001,commonsense_multihop,correct,0p5,middle_to_late,4,0,4->0
trace_00251,commonsense_001,commonsense_multihop,correct,0p8,early_to_middle,3,0,3->0
trace_00251,commonsense_001,commonsense_multihop,correct,0p8,middle_to_late,0,3,0->3
trace_00252,commonsense_001,commonsense_multihop,incorrect,0p8,early_to_middle,0,3,0->3
trace_00252,commonsense_001,commonsense_multihop,incorrect,0p8,middle_to_late,3,3,3->3
trace_00253,commonsense_001,commonsense_multihop,incorrect,0p8,early_to_middle,1,3,1->3
trace_00253,commonsense_001,commonsense_multihop,incorrect,0p8,middle_to_late,3,1,3->1
trace_00254,commonsense_001,commonsense_multihop,incorrect,0p8,early_to_middle,3,1,3->1
trace_00254,commonsense_001,commonsense_multihop,incorrect,0p8,middle_to_late,1,4,1->4
trace_00255,commonsense_001,commonsense_multihop,incorrect,0p8,early_to_middle,1,3,1->3
trace_00255,commonsense_001,commonsense_multihop,incorrect,0p8,middle_to_late,3,0,3->0
trace_00256,commonsense_002,commonsense_multihop,correct,0p2,early_to_middle,1,0,1->0
trace_00256,commonsense_002,commonsense_multihop,correct,0p2,middle_to_late,0,1,0->1
trace_00257,commonsense_002,commonsense_multihop,correct,0p2,early_to_middle,1,1,1->1
trace_00257,commonsense_002,commonsense_multihop,correct,0p2,middle_to_late,1,4,1->4
trace_00258,commonsense_002,commonsense_multihop,correct,0p2,early_to_middle,3,1,3->1
trace_00258,commonsense_002,commonsense_multihop,correct,0p2,middle_to_late,1,1,1->1
trace_00259,commonsense_002,commonsense_multihop,correct,0p2,early_to_middle,1,3,1->3
trace_00259,commonsense_002,commonsense_multihop,correct,0p2,middle_to_late,3,1,3->1
trace_00260,commonsense_002,commonsense_multihop,correct,0p2,early_to_middle,1,3,1->3
trace_00260,commonsense_002,commonsense_multihop,correct,0p2,middle_to_late,3,1,3->1
trace_00261,commonsense_002,commonsense_multihop,correct,0p5,early_to_middle,1,3,1->3
trace_00261,commonsense_002,commonsense_multihop,correct,0p5,middle_to_late,3,0,3->0
trace_00262,commonsense_002,commonsense_multihop,correct,0p5,early_to_middle,4,1,4->1
trace_00262,commonsense_002,commonsense_multihop,correct,0p5,middle_to_late,1,3,1->3
trace_00263,commonsense_002,commonsense_multihop,correct,0p5,early_to_middle,1,4,1->4
trace_00263,commonsense_002,commonsense_multihop,correct,0p5,middle_to_late,4,1,4->1
trace_00264,commonsense_002,commonsense_multihop,correct,0p5,early_to_middle,1,1,1->1
trace_00264,commonsense_002,commonsense_multihop,correct,0p5,middle_to_late,1,4,1->4
trace_00265,commonsense_002,commonsense_multihop,correct,0p5,early_to_middle,1,4,1->4
trace_00265,commonsense_002,commonsense_multihop,correct,0p5,middle_to_late,4,3,4->3
trace_00266,commonsense_002,commonsense_multihop,correct,0p8,early_to_middle,0,1,0->1
trace_00266,commonsense_002,commonsense_multihop,correct,0p8,middle_to_late,1,3,1->3
trace_00267,commonsense_002,commonsense_multihop,correct,0p8,early_to_middle,1,3,1->3
trace_00267,commonsense_002,commonsense_multihop,correct,0p8,middle_to_late,3,4,3->4
trace_00268,commonsense_002,commonsense_multihop,incorrect,0p8,early_to_middle,1,4,1->4
trace_00268,commonsense_002,commonsense_multihop,incorrect,0p8,middle_to_late,4,1,4->1
trace_00269,commonsense_002,commonsense_multihop,incorrect,0p8,early_to_middle,0,3,0->3
trace_00269,commonsense_002,commonsense_multihop,incorrect,0p8,middle_to_late,3,1,3->1
trace_00270,commonsense_002,commonsense_multihop,correct,0p8,early_to_middle,1,3,1->3
trace_00270,commonsense_002,commonsense_multihop,correct,0p8,middle_to_late,3,1,3->1
trace_00271,commonsense_003,commonsense_multihop,correct,0p2,early_to_middle,4,1,4->1
trace_00271,commonsense_003,commonsense_multihop,correct,0p2,middle_to_late,1,0,1->0
trace_00272,commonsense_003,commonsense_multihop,correct,0p2,early_to_middle,1,0,1->0
trace_00272,commonsense_003,commonsense_multihop,correct,0p2,middle_to_late,0,4,0->4
trace_00273,commonsense_003,commonsense_multihop,correct,0p2,early_to_middle,4,1,4->1
trace_00273,commonsense_003,commonsense_multihop,correct,0p2,middle_to_late,1,4,1->4
trace_00274,commonsense_003,commonsense_multihop,correct,0p2,early_to_middle,4,3,4->3
trace_00274,commonsense_003,commonsense_multihop,correct,0p2,middle_to_late,3,1,3->1
trace_00275,commonsense_003,commonsense_multihop,incorrect,0p2,early_to_middle,4,1,4->1
trace_00275,commonsense_003,commonsense_multihop,incorrect,0p2,middle_to_late,1,3,1->3
trace_00276,commonsense_003,commonsense_multihop,correct,0p5,early_to_middle,4,4,4->4
trace_00276,commonsense_003,commonsense_multihop,correct,0p5,middle_to_late,4,1,4->1
trace_00277,commonsense_003,commonsense_multihop,incorrect,0p5,early_to_middle,1,3,1->3
trace_00277,commonsense_003,commonsense_multihop,incorrect,0p5,middle_to_late,3,4,3->4
trace_00278,commonsense_003,commonsense_multihop,incorrect,0p5,early_to_middle,4,1,4->1
trace_00278,commonsense_003,commonsense_multihop,incorrect,0p5,middle_to_late,1,1,1->1
trace_00279,commonsense_003,commonsense_multihop,incorrect,0p5,early_to_middle,4,1,4->1
trace_00279,commonsense_003,commonsense_multihop,incorrect,0p5,middle_to_late,1,4,1->4
trace_00280,commonsense_003,commonsense_multihop,incorrect,0p5,early_to_middle,4,3,4->3
trace_00280,commonsense_003,commonsense_multihop,incorrect,0p5,middle_to_late,3,0,3->0
trace_00281,commonsense_003,commonsense_multihop,incorrect,0p8,early_to_middle,1,4,1->4
trace_00281,commonsense_003,commonsense_multihop,incorrect,0p8,middle_to_late,4,1,4->1
trace_00282,commonsense_003,commonsense_multihop,incorrect,0p8,early_to_middle,1,1,1->1
trace_00282,commonsense_003,commonsense_multihop,incorrect,0p8,middle_to_late,1,3,1->3
trace_00283,commonsense_003,commonsense_multihop,incorrect,0p8,early_to_middle,1,3,1->3
trace_00283,commonsense_003,commonsense_multihop,incorrect,0p8,middle_to_late,3,4,3->4
trace_00284,commonsense_003,commonsense_multihop,incorrect,0p8,early_to_middle,4,3,4->3
trace_00284,commonsense_003,commonsense_multihop,incorrect,0p8,middle_to_late,3,4,3->4
trace_00285,commonsense_003,commonsense_multihop,incorrect,0p8,early_to_middle,1,3,1->3
trace_00285,commonsense_003,commonsense_multihop,incorrect,0p8,middle_to_late,3,1,3->1
trace_00286,commonsense_004,commonsense_multihop,correct,0p2,early_to_middle,3,4,3->4
trace_00286,commonsense_004,commonsense_multihop,correct,0p2,middle_to_late,4,1,4->1
trace_00287,commonsense_004,commonsense_multihop,correct,0p2,early_to_middle,3,1,3->1
trace_00287,commonsense_004,commonsense_multihop,correct,0p2,middle_to_late,1,0,1->0
trace_00288,commonsense_004,commonsense_multihop,correct,0p2,early_to_middle,4,1,4->1
trace_00288,commonsense_004,commonsense_multihop,correct,0p2,middle_to_late,1,1,1->1
trace_00289,commonsense_004,commonsense_multihop,incorrect,0p2,early_to_middle,1,3,1->3
trace_00289,commonsense_004,commonsense_multihop,incorrect,0p2,middle_to_late,3,3,3->3
trace_00290,commonsense_004,commonsense_multihop,correct,0p2,early_to_middle,4,3,4->3
trace_00290,commonsense_004,commonsense_multihop,correct,0p2,middle_to_late,3,1,3->1
trace_00291,commonsense_004,commonsense_multihop,incorrect,0p5,early_to_middle,3,0,3->0
trace_00291,commonsense_004,commonsense_multihop,incorrect,0p5,middle_to_late,0,3,0->3
trace_00292,commonsense_004,commonsense_multihop,incorrect,0p5,early_to_middle,3,0,3->0
trace_00292,commonsense_004,commonsense_multihop,incorrect,0p5,middle_to_late,0,1,0->1
trace_00293,commonsense_004,commonsense_multihop,incorrect,0p5,early_to_middle,0,3,0->3
trace_00293,commonsense_004,commonsense_multihop,incorrect,0p5,middle_to_late,3,1,3->1
trace_00294,commonsense_004,commonsense_multihop,correct,0p5,early_to_middle,4,1,4->1
trace_00294,commonsense_004,commonsense_multihop,correct,0p5,middle_to_late,1,3,1->3
trace_00295,commonsense_004,commonsense_multihop,incorrect,0p5,early_to_middle,4,0,4->0
trace_00295,commonsense_004,commonsense_multihop,incorrect,0p5,middle_to_late,0,3,0->3
trace_00296,commonsense_004,commonsense_multihop,incorrect,0p8,early_to_middle,3,1,3->1
trace_00296,commonsense_004,commonsense_multihop,incorrect,0p8,middle_to_late,1,3,1->3
trace_00297,commonsense_004,commonsense_multihop,incorrect,0p8,early_to_middle,3,0,3->0
trace_00297,commonsense_004,commonsense_multihop,incorrect,0p8,middle_to_late,0,3,0->3
trace_00298,commonsense_004,commonsense_multihop,incorrect,0p8,early_to_middle,0,3,0->3
trace_00298,commonsense_004,commonsense_multihop,incorrect,0p8,middle_to_late,3,3,3->3
trace_00299,commonsense_004,commonsense_multihop,incorrect,0p8,early_to_middle,1,3,1->3
trace_00299,commonsense_004,commonsense_multihop,incorrect,0p8,middle_to_late,3,1,3->1
trace_00300,commonsense_004,commonsense_multihop,incorrect,0p8,early_to_middle,3,4,3->4
trace_00300,commonsense_004,commonsense_multihop,incorrect,0p8,middle_to_late,4,3,4->3
