trace_id,task_family,outcome,neighbor_trace_id,neighbor_family,neighbor_outcome,same_family_nn,same_outcome_nn,nn_js_divergence,nn_tv_distance
trace_00285,commonsense_multihop,incorrect,trace_00225,causal_micro_world,correct,False,False,0.0,0.0
trace_00286,commonsense_multihop,correct,trace_00263,commonsense_multihop,correct,True,True,0.0,0.0
trace_00287,commonsense_multihop,correct,trace_00231,causal_micro_world,correct,False,True,0.0,0.0
trace_00288,commonsense_multihop,correct,trace_00190,causal_micro_world,correct,False,True,0.004161898409363766,0.057142857142857106
trace_00289,commonsense_multihop,incorrect,trace_00177,temporal_ordering,incorrect,False,True,0.0,0.0
trace_00290,commonsense_multihop,correct,trace_00188,causal_micro_world,correct,False,True,0.0,0.0
trace_00291,commonsense_multihop,incorrect,trace_00082,symbolic_logic,correct,False,False,0.0,0.0
trace_00292,commonsense_multihop,incorrect,trace_00242,commonsense_multihop,incorrect,True,True,0.0,0.0
trace_00293,commonsense_multihop,incorrect,trace_00070,symbolic_logic,incorrect,False,True,0.0,0.0
trace_00294,commonsense_multihop,correct,trace_00262,commonsense_multihop,correct,True,True,0.0,0.0
trace_00295,commonsense_multihop,incorrect,trace_00054,arithmetic,correct,False,False,0.012741798951829503,0.11428571428571427
trace_00296,commonsense_multihop,incorrect,trace_00215,causal_micro_world,correct,False,False,0.003455029339326253,0.06666666666666668
trace_00297,commonsense_multihop,incorrect,trace_00082,symbolic_logic,correct,False,False,0.0,0.0
trace_00298,commonsense_multihop,incorrect,trace_00091,symbolic_logic,correct,False,False,0.0,0.0
trace_00299,commonsense_multihop,incorrect,trace_00063,symbolic_logic,correct,False,False,0.0,0.0
trace_00300,commonsense_multihop,incorrect,trace_00141,temporal_ordering,correct,False,False,0.0,0.0
