row_index,pair_id,base_id,topic,error_family,scope,neighbor_pool_size,same_family_neighbor_count,other_family_neighbor_count,source_anchor_norm,target_anchor_norm,steering_direction_norm,delta_norm_before,delta_norm_after,cosine_before_after,baseline_prediction,steered_prediction,prediction_changed,baseline_own_probability,steered_own_probability,own_probability_delta
102,b21_entity_swap,b21,botany,entity_swap,knn_local,15,1,14,0.2119440734386444,0.07938919961452484,0.2269551008939743,0.18244236707687378,0.23743654787540436,0.7004831433296204,entity_swap,numeric_distortion,True,0.2336069362850082,0.18546870546062075,-0.04813823082438745
103,b21_numeric_distortion,b21,botany,numeric_distortion,knn_local,15,9,6,0.12836623191833496,0.15956923365592957,0.21816711127758026,0.1869620829820633,0.20964352786540985,0.6650269031524658,numeric_distortion,causal_substitution,True,0.2954844386079144,0.19595281262405173,-0.09953162598386267
104,b21_role_inversion,b21,botany,role_inversion,knn_local,15,7,8,0.2167862504720688,0.113319531083107,0.2829137146472931,0.46874409914016724,0.4872520864009857,0.9021875262260437,role_inversion,numeric_distortion,True,0.36936403472360063,0.15534056326208284,-0.2140234714615178
105,b22_causal_substitution,b22,oceanography,causal_substitution,knn_local,15,11,4,0.12765063345432281,0.1844494789838791,0.23181816935539246,0.34957101941108704,0.36323219537734985,0.8817018866539001,causal_substitution,entity_swap,True,0.3202518311201324,0.22620987398442788,-0.09404195713570451
106,b22_definition_substitution,b22,oceanography,definition_substitution,knn_local,15,4,11,0.14910060167312622,0.090903140604496,0.18386085331439972,0.1924518197774887,0.20803160965442657,0.7655553221702576,definition_substitution,role_inversion,True,0.24255519007003667,0.20096273802507755,-0.04159245204495912
107,b22_entity_swap,b22,oceanography,entity_swap,knn_local,15,1,14,0.36696943640708923,0.0837986022233963,0.3822440505027771,0.28183189034461975,0.40623581409454346,0.7086613178253174,entity_swap,causal_substitution,True,0.23163947020211853,0.1975160919780513,-0.03412337822406722
108,b22_numeric_distortion,b22,oceanography,numeric_distortion,knn_local,15,9,6,0.14761148393154144,0.11939240247011185,0.19158856570720673,0.29337742924690247,0.2967800498008728,0.8814976811408997,numeric_distortion,numeric_distortion,False,0.33577848718021064,0.24182388121258774,-0.0939546059676229
109,b22_role_inversion,b22,oceanography,role_inversion,knn_local,15,10,5,0.18276062607765198,0.1381140947341919,0.2535037398338318,0.3224392831325531,0.29943177103996277,0.81553715467453,role_inversion,role_inversion,False,0.4377072128566218,0.21940242738621427,-0.21830478547040752
110,b23_causal_substitution,b23,mathematics,causal_substitution,knn_local,15,4,11,0.18093299865722656,0.10319461673498154,0.22384174168109894,0.2922965884208679,0.31755074858665466,0.8516125679016113,causal_substitution,role_inversion,True,0.2852528016578331,0.20168408483704853,-0.0835687168207846
111,b23_definition_substitution,b23,mathematics,definition_substitution,knn_local,15,6,9,0.12185457348823547,0.13994556665420532,0.20073190331459045,0.33202558755874634,0.3394491374492645,0.8996952176094055,definition_substitution,causal_substitution,True,0.25579140564703146,0.20232251020339626,-0.0534688954436352
112,b23_entity_swap,b23,mathematics,entity_swap,knn_local,15,8,7,0.1638907492160797,0.15713320672512054,0.23904263973236084,0.5372052788734436,0.5576856732368469,0.9470569491386414,entity_swap,entity_swap,False,0.3109564201945515,0.2429262046015702,-0.06803021559298131
113,b23_numeric_distortion,b23,mathematics,numeric_distortion,knn_local,15,6,9,0.10864031314849854,0.1077827513217926,0.1551341563463211,0.27086612582206726,0.2818501889705658,0.9121288657188416,numeric_distortion,definition_substitution,True,0.2341310720464987,0.18155382136143008,-0.052577250685068605
114,b23_role_inversion,b23,mathematics,role_inversion,knn_local,15,7,8,0.17785251140594482,0.127280592918396,0.24425041675567627,0.4451330006122589,0.4548403024673462,0.917359471321106,role_inversion,causal_substitution,True,0.4041654226541815,0.214073454958551,-0.19009196769563047
115,b24_causal_substitution,b24,history,causal_substitution,knn_local,15,13,2,0.13417145609855652,0.2883286476135254,0.3364282250404358,0.40197911858558655,0.43865758180618286,0.8232852220535278,causal_substitution,causal_substitution,False,0.37578031900521935,0.23141680087502384,-0.14436351813019552
116,b24_definition_substitution,b24,history,definition_substitution,knn_local,15,2,13,0.16938979923725128,0.11483483761548996,0.21714656054973602,0.26169413328170776,0.2817298173904419,0.8228469491004944,definition_substitution,causal_substitution,True,0.2552690793259887,0.21162903107187625,-0.04364004825411244
117,b24_entity_swap,b24,history,entity_swap,knn_local,15,0,15,0.08277234435081482,0.09163407981395721,0.1361646205186844,0.2758174240589142,0.27457982301712036,0.9311558604240417,entity_swap,causal_substitution,True,0.25591584998006706,0.19130081694050105,-0.064615033039566
118,b24_numeric_distortion,b24,history,numeric_distortion,knn_local,15,1,14,0.2585040330886841,0.10035146027803421,0.3072647452354431,0.2973152995109558,0.3360123038291931,0.7417003512382507,numeric_distortion,causal_substitution,True,0.3552424743420006,0.21416525937964898,-0.14107721496235165
119,b24_role_inversion,b24,history,role_inversion,knn_local,15,12,3,0.17358623445034027,0.21579328179359436,0.2743711769580841,0.3430260717868805,0.34360161423683167,0.8203679919242859,role_inversion,role_inversion,False,0.44735160716629824,0.25672829363358307,-0.19062331353271517
120,b25_causal_substitution,b25,anatomy,causal_substitution,knn_local,15,14,1,0.1414739191532135,0.384152889251709,0.4213390648365021,0.4652792513370514,0.5284378528594971,0.8050408363342285,causal_substitution,role_inversion,True,0.3001754901485015,0.20782713241149228,-0.0923483577370092
121,b25_definition_substitution,b25,anatomy,definition_substitution,knn_local,15,5,10,0.11899308115243912,0.10312129557132721,0.17111358046531677,0.2709091901779175,0.2800811231136322,0.8920234441757202,definition_substitution,numeric_distortion,True,0.2504803573443867,0.20965648753275368,-0.040823869811632996
122,b25_entity_swap,b25,anatomy,entity_swap,knn_local,15,10,5,0.18837954103946686,0.15203726291656494,0.2416401505470276,0.4875391721725464,0.5026907324790955,0.9334612488746643,entity_swap,entity_swap,False,0.3110173143358462,0.21616798855590047,-0.0948493257799457
123,b25_numeric_distortion,b25,anatomy,numeric_distortion,knn_local,15,3,12,0.17282648384571075,0.08479257673025131,0.18537695705890656,0.29590505361557007,0.2982780635356903,0.8905279636383057,numeric_distortion,definition_substitution,True,0.27570993002231536,0.208158412761244,-0.06755151726107136
124,b25_role_inversion,b25,anatomy,role_inversion,knn_local,15,4,11,0.20145344734191895,0.1042327880859375,0.2476813793182373,0.32864639163017273,0.3724495768547058,0.8668819069862366,role_inversion,numeric_distortion,True,0.28888032165855415,0.14831455356457107,-0.14056576809398308
125,b26_causal_substitution,b26,linguistics,causal_substitution,knn_local,15,9,6,0.10454994440078735,0.13515889644622803,0.1742081195116043,0.33616527915000916,0.350834459066391,0.9285397529602051,causal_substitution,definition_substitution,True,0.2783229204904098,0.20879976778164902,-0.06952315270876078
126,b26_definition_substitution,b26,linguistics,definition_substitution,knn_local,15,5,10,0.1557311862707138,0.09539265930652618,0.1703948974609375,0.32684391736984253,0.3496185839176178,0.9308083653450012,definition_substitution,entity_swap,True,0.24283989123123664,0.20992143047792586,-0.032918460753310785
127,b26_entity_swap,b26,linguistics,entity_swap,knn_local,15,7,8,0.2270992249250412,0.11895871162414551,0.25691092014312744,0.4965971112251282,0.5377001166343689,0.9336429834365845,entity_swap,causal_substitution,True,0.24960286479909466,0.16997883136030176,-0.0796240334387929
128,b26_numeric_distortion,b26,linguistics,numeric_distortion,knn_local,15,15,0,0.11475101113319397,0.024003006517887115,0.13438795506954193,0.3669043779373169,0.32850736379623413,0.9639739394187927,numeric_distortion,numeric_distortion,False,0.39444644857992,0.28976597499121115,-0.10468047358870886
129,b26_role_inversion,b26,linguistics,role_inversion,knn_local,15,2,13,0.327951043844223,0.07139869034290314,0.3636016845703125,0.46796751022338867,0.4780285358428955,0.8340095281600952,role_inversion,causal_substitution,True,0.4731694089917885,0.19390993330667416,-0.27925947568511433
130,b27_causal_substitution,b27,energy,causal_substitution,knn_local,15,3,12,0.19183802604675293,0.10581061989068985,0.22231106460094452,0.2707594931125641,0.3069576621055603,0.8406381011009216,causal_substitution,definition_substitution,True,0.2719834515271303,0.203717531436455,-0.06826592009067534
131,b27_definition_substitution,b27,energy,definition_substitution,knn_local,15,10,5,0.1507491171360016,0.17727869749069214,0.25790348649024963,0.4685819447040558,0.503719687461853,0.9233593344688416,definition_substitution,causal_substitution,True,0.252191823827527,0.1941416793392513,-0.05805014448827567
132,b27_entity_swap,b27,energy,entity_swap,knn_local,15,2,13,0.35683396458625793,0.0954575389623642,0.3750568926334381,0.508094847202301,0.5695778131484985,0.8698246479034424,entity_swap,definition_substitution,True,0.26367959853465806,0.21279387143805198,-0.050885727096606076
133,b27_numeric_distortion,b27,energy,numeric_distortion,knn_local,15,0,15,0.09601202607154846,0.08788548409938812,0.1591346561908722,0.31116968393325806,0.2956233620643616,0.9238876700401306,numeric_distortion,role_inversion,True,0.3321038744041669,0.2179601857184417,-0.11414368868572519
134,b27_role_inversion,b27,energy,role_inversion,knn_local,15,8,7,0.1784113049507141,0.1308460384607315,0.24424032866954803,0.36840200424194336,0.34787192940711975,0.8707303404808044,role_inversion,role_inversion,False,0.4824271432361997,0.2609931995095001,-0.22143394372669956
135,b28_causal_substitution,b28,geology,causal_substitution,knn_local,15,9,6,0.11372202634811401,0.13623158633708954,0.17722675204277039,0.32026055455207825,0.3163072168827057,0.9128727316856384,causal_substitution,causal_substitution,False,0.3502196417375604,0.2733034723283697,-0.07691616940919072
136,b28_definition_substitution,b28,geology,definition_substitution,knn_local,15,5,10,0.13526757061481476,0.0910516083240509,0.14962150156497955,0.2668137848377228,0.2736901044845581,0.9141026735305786,definition_substitution,definition_substitution,False,0.2761435656082575,0.24439865902731672,-0.03174490658094076
137,b28_entity_swap,b28,geology,entity_swap,knn_local,15,11,4,0.17207807302474976,0.1650044322013855,0.2421146184206009,0.5340833067893982,0.5435593724250793,0.9433637261390686,entity_swap,entity_swap,False,0.3204814439029342,0.234005316528809,-0.08647612737412522
138,b28_numeric_distortion,b28,geology,numeric_distortion,knn_local,15,15,0,0.10690666735172272,0.024003006517887115,0.12617062032222748,0.3156425952911377,0.2904144823551178,0.9546293616294861,numeric_distortion,numeric_distortion,False,0.36082992242483963,0.26858180160489253,-0.0922481208199471
139,b28_role_inversion,b28,geology,role_inversion,knn_local,15,3,12,0.2569649815559387,0.08437728136777878,0.2803851366043091,0.32691437005996704,0.32367661595344543,0.7910923957824707,role_inversion,numeric_distortion,True,0.3940123818607583,0.16775039912217285,-0.22626198273858547
140,b29_causal_substitution,b29,astronomy,causal_substitution,knn_local,15,4,11,0.15674160420894623,0.12916989624500275,0.18569523096084595,0.24478967487812042,0.2778340280056,0.8654289245605469,causal_substitution,definition_substitution,True,0.2414416678244251,0.19439105672549498,-0.047050611098930134
141,b29_definition_substitution,b29,astronomy,definition_substitution,knn_local,15,3,12,0.13954681158065796,0.1217745915055275,0.169499933719635,0.27049174904823303,0.2947283387184143,0.9023266434669495,definition_substitution,causal_substitution,True,0.2182894417744699,0.19205546457064773,-0.026233977203822173
142,b29_entity_swap,b29,astronomy,entity_swap,knn_local,15,11,4,0.20739097893238068,0.1880555897951126,0.3366561532020569,0.6362553238868713,0.6516061425209045,0.9233978390693665,entity_swap,numeric_distortion,True,0.3399909210204537,0.2279798008811533,-0.1120111201393004
143,b29_numeric_distortion,b29,astronomy,numeric_distortion,knn_local,15,1,14,0.24748548865318298,0.12881864607334137,0.25827842950820923,0.29175594449043274,0.34945619106292725,0.8323108553886414,numeric_distortion,entity_swap,True,0.23839109633076144,0.19185034428654738,-0.04654075204421407
144,b29_role_inversion,b29,astronomy,role_inversion,knn_local,15,0,15,0.15003369748592377,0.1291990429162979,0.2196378856897354,0.37372273206710815,0.35403746366500854,0.8989208340644836,role_inversion,definition_substitution,True,0.4157136607736283,0.20551573677321425,-0.21019792400041407
145,b30_causal_substitution,b30,cooking,causal_substitution,knn_local,15,2,13,0.21974317729473114,0.15651679039001465,0.27217763662338257,0.36249229311943054,0.4041646420955658,0.8637133836746216,causal_substitution,role_inversion,True,0.2444715556419049,0.15630851317197922,-0.08816304246992568
146,b30_definition_substitution,b30,cooking,definition_substitution,knn_local,15,5,10,0.15397322177886963,0.1322903335094452,0.22421452403068542,0.20367394387722015,0.2509658634662628,0.7452659606933594,definition_substitution,role_inversion,True,0.23107437902296357,0.17781397169347554,-0.05326040732948803
147,b30_entity_swap,b30,cooking,entity_swap,knn_local,15,9,6,0.16514675319194794,0.19088305532932281,0.2645051181316376,0.49980995059013367,0.5332209467887878,0.9282615184783936,entity_swap,role_inversion,True,0.2443763251921636,0.16692099136400143,-0.07745533382816217
148,b30_numeric_distortion,b30,cooking,numeric_distortion,knn_local,15,14,1,0.12709152698516846,0.3643359839916229,0.3586261570453644,0.3299250602722168,0.4257681369781494,0.7751902341842651,numeric_distortion,role_inversion,True,0.2359699164752336,0.22171829366657217,-0.014251622808661435
149,b30_role_inversion,b30,cooking,role_inversion,knn_local,15,7,8,0.22454828023910522,0.1192147508263588,0.29667893052101135,0.4364713728427887,0.4898126721382141,0.8908620476722717,causal_substitution,causal_substitution,False,0.24548347875553456,0.08628493283413563,-0.15919854592139893
150,b31_causal_substitution,b31,ecology,causal_substitution,knn_local,15,10,5,0.14710214734077454,0.17066842317581177,0.2449333220720291,0.4085704982280731,0.4191608130931854,0.9018038511276245,causal_substitution,definition_substitution,True,0.3120216233948802,0.19838976370992312,-0.11363185968495709
151,b31_definition_substitution,b31,ecology,definition_substitution,knn_local,15,2,13,0.2185654193162918,0.10838642716407776,0.24900047481060028,0.28917211294174194,0.35272324085235596,0.8488351106643677,definition_substitution,causal_substitution,True,0.2368278821010207,0.20343836114750702,-0.03338952095351369
152,b31_entity_swap,b31,ecology,entity_swap,knn_local,15,0,15,0.08277234435081482,0.13550150394439697,0.18494172394275665,0.48897120356559753,0.5015725493431091,0.9611003994941711,entity_swap,role_inversion,True,0.2788317061576814,0.18564403682344813,-0.09318766933423325
153,b31_numeric_distortion,b31,ecology,numeric_distortion,knn_local,15,12,3,0.11515846848487854,0.2064179629087448,0.2264564335346222,0.2637031376361847,0.3000211715698242,0.8260324001312256,numeric_distortion,role_inversion,True,0.29105617399472355,0.21384605572889875,-0.0772101182658248
154,b31_role_inversion,b31,ecology,role_inversion,knn_local,15,11,4,0.18423724174499512,0.15266771614551544,0.24542850255966187,0.3051909804344177,0.32906869053840637,0.8341505527496338,role_inversion,definition_substitution,True,0.34367794637553334,0.16779488242375654,-0.1758830639517768
155,b32_causal_substitution,b32,economics,causal_substitution,knn_local,15,14,1,0.12973858416080475,0.384152889251709,0.4055383503437042,0.41488003730773926,0.5098462700843811,0.8026453256607056,causal_substitution,numeric_distortion,True,0.3000439647925334,0.19848251584474935,-0.10156144894778407
156,b32_definition_substitution,b32,economics,definition_substitution,knn_local,15,2,13,0.1712726354598999,0.12509840726852417,0.19861190021038055,0.36658045649528503,0.4096030294895172,0.93227618932724,definition_substitution,entity_swap,True,0.2458445545381863,0.22002858196949476,-0.02581597256869153
157,b32_entity_swap,b32,economics,entity_swap,knn_local,15,12,3,0.19624994695186615,0.19084806740283966,0.31662842631340027,0.810857892036438,0.8255811929702759,0.9580419659614563,entity_swap,causal_substitution,True,0.318986883907731,0.20675839220898587,-0.11222849169874513
158,b32_numeric_distortion,b32,economics,numeric_distortion,knn_local,15,3,12,0.17837965488433838,0.14129847288131714,0.2211206704378128,0.33017629384994507,0.3492608368396759,0.8823299407958984,numeric_distortion,numeric_distortion,False,0.3645576148896798,0.2738351976362789,-0.09072241725340091
159,b32_role_inversion,b32,economics,role_inversion,knn_local,15,7,8,0.2314285784959793,0.11705746501684189,0.3052977919578552,0.4921473264694214,0.43973538279533386,0.885216236114502,role_inversion,role_inversion,False,0.6253110159379216,0.3114893401570583,-0.3138216757808633
160,b33_causal_substitution,b33,meteorology,causal_substitution,knn_local,15,10,5,0.11354648321866989,0.14157342910766602,0.1935121715068817,0.2575686275959015,0.28510525822639465,0.8617424964904785,causal_substitution,entity_swap,True,0.2350520840391508,0.16361774841860727,-0.07143433562054352
161,b33_definition_substitution,b33,meteorology,definition_substitution,knn_local,15,7,8,0.1232742890715599,0.15714183449745178,0.21580171585083008,0.26239171624183655,0.2931671440601349,0.8358867168426514,entity_swap,role_inversion,True,0.24018484903997195,0.18510765231280146,-0.055077196727170485
162,b33_entity_swap,b33,meteorology,entity_swap,knn_local,15,3,12,0.25051987171173096,0.10062523186206818,0.2680608630180359,0.4857305586338043,0.5273418426513672,0.9244807958602905,definition_substitution,definition_substitution,False,0.21219028220132166,0.16644944531271422,-0.045740836888607445
163,b33_numeric_distortion,b33,meteorology,numeric_distortion,knn_local,15,9,6,0.12319745868444443,0.14374858140945435,0.19783762097358704,0.22325874865055084,0.23764941096305847,0.7944768667221069,numeric_distortion,numeric_distortion,False,0.3194099130826215,0.22647954567960502,-0.0929303674030165
164,b33_role_inversion,b33,meteorology,role_inversion,knn_local,15,11,4,0.1756671965122223,0.16004043817520142,0.24617363512516022,0.3389023244380951,0.3526693284511566,0.8581883907318115,role_inversion,causal_substitution,True,0.43521006020097147,0.239312392404057,-0.19589766779691448
165,b34_causal_substitution,b34,music,causal_substitution,knn_local,15,7,8,0.11463041603565216,0.10813246667385101,0.16549554467201233,0.2781214714050293,0.2795516550540924,0.9009370803833008,causal_substitution,causal_substitution,False,0.3008652674673916,0.22350809392736545,-0.07735717354002616
166,b34_definition_substitution,b34,music,definition_substitution,knn_local,15,8,7,0.1273561716079712,0.13347521424293518,0.16938325762748718,0.2526460587978363,0.2777072489261627,0.8894662857055664,definition_substitution,entity_swap,True,0.23740210221009062,0.20409373963341884,-0.033308362576671774
167,b34_entity_swap,b34,music,entity_swap,knn_local,15,2,13,0.3282567858695984,0.09112191200256348,0.34505990147590637,0.3660101294517517,0.4273081123828888,0.797897219657898,entity_swap,numeric_distortion,True,0.25670006121697486,0.190845486329435,-0.06585457488753987
168,b34_numeric_distortion,b34,music,numeric_distortion,knn_local,15,7,8,0.12561707198619843,0.12247155606746674,0.16646656394004822,0.19104522466659546,0.19436900317668915,0.7902628779411316,numeric_distortion,definition_substitution,True,0.2905796673006815,0.21928900101162876,-0.07129066628905276
169,b34_role_inversion,b34,music,role_inversion,knn_local,15,7,8,0.18733076751232147,0.13737758994102478,0.24886387586593628,0.43726369738578796,0.43158411979675293,0.9077842831611633,role_inversion,role_inversion,False,0.43729916294197674,0.2307740295483877,-0.20652513339358905
170,b35_causal_substitution,b35,medicine,causal_substitution,knn_local,15,9,6,0.1096000000834465,0.11882980912923813,0.17870783805847168,0.3253457844257355,0.33357736468315125,0.9175488352775574,causal_substitution,definition_substitution,True,0.26152444693745464,0.18667990427647033,-0.07484454266098431
171,b35_definition_substitution,b35,medicine,definition_substitution,knn_local,15,10,5,0.12880060076713562,0.16055938601493835,0.20927603542804718,0.46800321340560913,0.511272668838501,0.9524331092834473,definition_substitution,causal_substitution,True,0.2659469043350883,0.21468665412506488,-0.051260250210023395
172,b35_entity_swap,b35,medicine,entity_swap,knn_local,15,4,11,0.24674710631370544,0.1156371608376503,0.2760264575481415,0.498783677816391,0.5433117151260376,0.9245844483375549,entity_swap,definition_substitution,True,0.25755828988350216,0.17751355976285077,-0.08004473012065139
173,b35_numeric_distortion,b35,medicine,numeric_distortion,knn_local,15,3,12,0.1585356891155243,0.08290747553110123,0.17158247530460358,0.30977872014045715,0.3122237026691437,0.914421558380127,numeric_distortion,numeric_distortion,False,0.3644403850760177,0.30970407106815023,-0.05473631400786749
174,b35_role_inversion,b35,medicine,role_inversion,knn_local,15,11,4,0.20997297763824463,0.1465470939874649,0.29285305738449097,0.5549240708351135,0.5323492288589478,0.9192115068435669,role_inversion,role_inversion,False,0.697377913006457,0.42239596760129605,-0.27498194540516097
175,b36_causal_substitution,b36,law,causal_substitution,knn_local,15,1,14,0.29991817474365234,0.0898689553141594,0.3225737512111664,0.36223509907722473,0.4236548840999603,0.8215922117233276,causal_substitution,definition_substitution,True,0.28758471826806203,0.21383919940432927,-0.07374551886373276
176,b36_definition_substitution,b36,law,definition_substitution,knn_local,15,11,4,0.14079909026622772,0.1954052746295929,0.2581161558628082,0.5432202816009521,0.5634711980819702,0.9394524693489075,definition_substitution,role_inversion,True,0.26945409556946465,0.20220771421044495,-0.0672463813590197
177,b36_entity_swap,b36,law,entity_swap,knn_local,15,7,8,0.21045377850532532,0.127897247672081,0.24422477185726166,0.64694744348526,0.6832711696624756,0.9635426998138428,entity_swap,numeric_distortion,True,0.2982792734292972,0.21645074545968365,-0.08182852796961357
178,b36_numeric_distortion,b36,law,numeric_distortion,knn_local,15,15,0,0.121236152946949,0.024003006517887115,0.14027449488639832,0.40571194887161255,0.3981183171272278,0.9659159183502197,numeric_distortion,numeric_distortion,False,0.3555802369465739,0.25501159633943565,-0.10056864060713827
179,b36_role_inversion,b36,law,role_inversion,knn_local,15,12,3,0.21929481625556946,0.1645907461643219,0.3308669924736023,0.5938140153884888,0.6077901124954224,0.9149616360664368,role_inversion,causal_substitution,True,0.303150899136165,0.10658954977829314,-0.19656134935787184
180,b37_causal_substitution,b37,transport,causal_substitution,knn_local,15,3,12,0.1912355273962021,0.09426861256361008,0.23152345418930054,0.29991817474365234,0.32626044750213623,0.8494766354560852,causal_substitution,role_inversion,True,0.28436329183764536,0.20513531694477072,-0.07922797489287464
181,b37_definition_substitution,b37,transport,definition_substitution,knn_local,15,5,10,0.17008455097675323,0.1312371790409088,0.211579829454422,0.33380141854286194,0.3634927570819855,0.8998663425445557,definition_substitution,numeric_distortion,True,0.2452068436419179,0.20908663168017586,-0.03612021196174203
182,b37_entity_swap,b37,transport,entity_swap,knn_local,15,11,4,0.16989578306674957,0.17465028166770935,0.22879913449287415,0.5272724032402039,0.537273645401001,0.948204517364502,entity_swap,entity_swap,False,0.34087600159574827,0.2619725450855828,-0.07890345651016545
183,b37_numeric_distortion,b37,transport,numeric_distortion,knn_local,15,15,0,0.1302158087491989,0.024003006517887115,0.1503589004278183,0.27413812279701233,0.31495407223701477,0.9360038638114929,definition_substitution,definition_substitution,False,0.1425358841692023,0.08882240880532116,-0.05371347536388113
184,b37_role_inversion,b37,transport,role_inversion,knn_local,15,0,15,0.15003369748592377,0.09010614454746246,0.20385050773620605,0.3643359839916229,0.38364389538764954,0.9177183508872986,numeric_distortion,numeric_distortion,False,0.2730303896903431,0.11091169503920341,-0.1621186946511397
185,b38_causal_substitution,b38,computer_science,causal_substitution,knn_local,15,4,11,0.16252028942108154,0.11769101768732071,0.20195305347442627,0.31921491026878357,0.323898047208786,0.889162540435791,causal_substitution,definition_substitution,True,0.2846871313687416,0.2152299782468175,-0.06945715312192408
186,b38_definition_substitution,b38,computer_science,definition_substitution,knn_local,15,5,10,0.15454955399036407,0.1457563042640686,0.22028420865535736,0.3739906847476959,0.3927821218967438,0.908295214176178,causal_substitution,role_inversion,True,0.24085591728061437,0.19201841257267852,-0.04883750470793585
187,b38_entity_swap,b38,computer_science,entity_swap,knn_local,15,6,9,0.22736075520515442,0.10793908685445786,0.25477755069732666,0.6077755689620972,0.6367042064666748,0.9539039134979248,entity_swap,entity_swap,False,0.32380743338327034,0.23708658690752582,-0.08672084647574452
188,b38_numeric_distortion,b38,computer_science,numeric_distortion,knn_local,15,15,0,0.11321249604225159,0.024003006517887115,0.13224469125270844,0.3632305860519409,0.3469458520412445,0.9620215892791748,numeric_distortion,numeric_distortion,False,0.34693311951475064,0.252751994552873,-0.09418112496187764
189,b38_role_inversion,b38,computer_science,role_inversion,knn_local,15,11,4,0.18719659745693207,0.19617189466953278,0.272532194852829,0.3410457968711853,0.3471371829509735,0.8237096071243286,role_inversion,entity_swap,True,0.4002314327597128,0.20133679950040134,-0.19889463325931145
190,b39_causal_substitution,b39,zoology,causal_substitution,knn_local,15,2,13,0.23345579206943512,0.12411791831254959,0.26381823420524597,0.2588353455066681,0.3254726529121399,0.7939937114715576,causal_substitution,entity_swap,True,0.23872884217362847,0.17955975898317933,-0.05916908319044914
191,b39_definition_substitution,b39,zoology,definition_substitution,knn_local,15,4,11,0.13668163120746613,0.13320401310920715,0.16046996414661407,0.2354043573141098,0.26007384061813354,0.8866745233535767,definition_substitution,causal_substitution,True,0.22843687622419717,0.2064813951627222,-0.021955481061474963
192,b39_entity_swap,b39,zoology,entity_swap,knn_local,15,12,3,0.19062098860740662,0.2116556018590927,0.30638810992240906,0.6500177979469299,0.6788585782051086,0.9411107301712036,entity_swap,numeric_distortion,True,0.31662351678624434,0.21379946312520454,-0.1028240536610398
193,b39_numeric_distortion,b39,zoology,numeric_distortion,knn_local,15,1,14,0.32794567942619324,0.09217462688684464,0.34840068221092224,0.3013973832130432,0.3710006773471832,0.7163561582565308,numeric_distortion,definition_substitution,True,0.2785291893192494,0.20488820898341006,-0.07364098033583935
194,b39_role_inversion,b39,zoology,role_inversion,knn_local,15,5,10,0.20902292430400848,0.14321528375148773,0.2732653319835663,0.3825984299182892,0.3920694589614868,0.8602901101112366,role_inversion,entity_swap,True,0.4327012827571598,0.2177325624497264,-0.2149687203074334
195,b40_causal_substitution,b40,architecture,causal_substitution,knn_local,15,3,12,0.18740594387054443,0.11910580843687057,0.22414442896842957,0.33792364597320557,0.3540472686290741,0.8829812407493591,causal_substitution,causal_substitution,False,0.3233420650864694,0.22695792310177273,-0.09638414198469666
196,b40_definition_substitution,b40,architecture,definition_substitution,knn_local,15,8,7,0.12701314687728882,0.1504528671503067,0.20966066420078278,0.432602196931839,0.4614202380180359,0.9401444792747498,definition_substitution,role_inversion,True,0.2637414403305199,0.21418461959414561,-0.04955682073637427
197,b40_entity_swap,b40,architecture,entity_swap,knn_local,15,9,6,0.1724390834569931,0.14975637197494507,0.23097138106822968,0.4294680953025818,0.4780028164386749,0.9326490759849548,definition_substitution,role_inversion,True,0.20832508414007883,0.13944989049314827,-0.06887519364693057
198,b40_numeric_distortion,b40,architecture,numeric_distortion,knn_local,15,7,8,0.1225736141204834,0.11457881331443787,0.15780335664749146,0.23191961646080017,0.23561140894889832,0.8719533085823059,numeric_distortion,numeric_distortion,False,0.3318059679832475,0.2637774976349453,-0.06802847034830223
199,b40_role_inversion,b40,architecture,role_inversion,knn_local,15,9,6,0.19153951108455658,0.11902054399251938,0.2409793585538864,0.3067949116230011,0.3058794438838959,0.8259625434875488,role_inversion,definition_substitution,True,0.36036045476363315,0.17255886964692657,-0.18780158511670658
200,b41_causal_substitution,b41,genetics,causal_substitution,knn_local,15,14,1,0.1395534723997116,0.384152889251709,0.4220459461212158,0.41676998138427734,0.5049259662628174,0.7804041504859924,causal_substitution,entity_swap,True,0.28814881542379883,0.19227671753778172,-0.09587209788601711
201,b41_definition_substitution,b41,genetics,definition_substitution,knn_local,15,7,8,0.13718359172344208,0.14791424572467804,0.2154853492975235,0.3745765686035156,0.3986957371234894,0.9145005345344543,definition_substitution,role_inversion,True,0.2519390368350565,0.19975018559735455,-0.05218885123770192
202,b41_entity_swap,b41,genetics,entity_swap,knn_local,15,11,4,0.16634197533130646,0.21393810212612152,0.2711281478404999,0.5689114332199097,0.5884027481079102,0.9388052821159363,entity_swap,definition_substitution,True,0.2520870369679437,0.17128301747662333,-0.08080401949132038
203,b41_numeric_distortion,b41,genetics,numeric_distortion,knn_local,15,6,9,0.1400468647480011,0.11717937886714935,0.19076578319072723,0.29507073760032654,0.315663605928421,0.8923904299736023,numeric_distortion,role_inversion,True,0.258096090520414,0.1693774010000423,-0.08871868952037168
204,b41_role_inversion,b41,genetics,role_inversion,knn_local,15,5,10,0.17468032240867615,0.10730965435504913,0.2201414555311203,0.4063161611557007,0.39763206243515015,0.9158705472946167,role_inversion,role_inversion,False,0.3783747167152758,0.23014739693976985,-0.14822731977550593
