left_trace_id,right_trace_id,left_prompt_id,right_prompt_id,left_family,right_family,left_outcome,right_outcome,same_family,same_outcome,js_divergence,tv_distance
trace_00013,trace_00079,temporal_003,causal_016,temporal_ordering,causal_micro_world,incorrect,incorrect,False,True,0.1908745046211096,0.33333333333333337
trace_00013,trace_00080,temporal_003,commonsense_016,temporal_ordering,commonsense_multihop,incorrect,correct,False,False,0.1908745046211096,0.33333333333333337
trace_00013,trace_00081,temporal_003,arith_017,temporal_ordering,arithmetic,incorrect,correct,False,False,0.42528358731335336,0.5
trace_00013,trace_00082,temporal_003,logic_017,temporal_ordering,symbolic_logic,incorrect,incorrect,False,True,0.5954372523105549,0.6666666666666666
trace_00013,trace_00083,temporal_003,temporal_017,temporal_ordering,temporal_ordering,incorrect,incorrect,True,True,0.3333333333333333,0.3333333333333333
trace_00013,trace_00084,temporal_003,causal_017,temporal_ordering,causal_micro_world,incorrect,correct,False,False,0.1908745046211096,0.33333333333333337
trace_00013,trace_00085,temporal_003,commonsense_017,temporal_ordering,commonsense_multihop,incorrect,incorrect,False,True,0.20751874963942185,0.3333333333333333
trace_00013,trace_00086,temporal_003,arith_018,temporal_ordering,arithmetic,incorrect,correct,False,False,0.6666666666666666,0.6666666666666666
trace_00013,trace_00087,temporal_003,logic_018,temporal_ordering,symbolic_logic,incorrect,correct,False,False,0.3333333333333333,0.3333333333333333
trace_00013,trace_00088,temporal_003,temporal_018,temporal_ordering,temporal_ordering,incorrect,incorrect,True,True,0.1908745046211096,0.33333333333333337
trace_00013,trace_00089,temporal_003,causal_018,temporal_ordering,causal_micro_world,incorrect,correct,False,False,0.42528358731335336,0.5
trace_00013,trace_00090,temporal_003,commonsense_018,temporal_ordering,commonsense_multihop,incorrect,incorrect,False,True,0.30807904596723146,0.41666666666666663
trace_00013,trace_00091,temporal_003,arith_019,temporal_ordering,arithmetic,incorrect,correct,False,False,0.42528358731335336,0.5
trace_00013,trace_00092,temporal_003,logic_019,temporal_ordering,symbolic_logic,incorrect,correct,False,False,0.13628933528331,0.33333333333333337
trace_00013,trace_00093,temporal_003,temporal_019,temporal_ordering,temporal_ordering,incorrect,incorrect,True,True,0.0,0.0
trace_00013,trace_00094,temporal_003,causal_019,temporal_ordering,causal_micro_world,incorrect,correct,False,False,0.3333333333333333,0.3333333333333333
trace_00013,trace_00095,temporal_003,commonsense_019,temporal_ordering,commonsense_multihop,incorrect,correct,False,False,0.3333333333333333,0.3333333333333333
trace_00013,trace_00096,temporal_003,arith_020,temporal_ordering,arithmetic,incorrect,correct,False,False,0.42528358731335336,0.5
trace_00013,trace_00097,temporal_003,logic_020,temporal_ordering,symbolic_logic,incorrect,incorrect,False,True,0.1908745046211096,0.33333333333333337
trace_00013,trace_00098,temporal_003,temporal_020,temporal_ordering,temporal_ordering,incorrect,incorrect,True,True,0.6666666666666666,0.6666666666666666
trace_00013,trace_00099,temporal_003,causal_020,temporal_ordering,causal_micro_world,incorrect,correct,False,False,0.1908745046211096,0.33333333333333337
trace_00013,trace_00100,temporal_003,commonsense_020,temporal_ordering,commonsense_multihop,incorrect,correct,False,False,0.236452797660028,0.39999999999999997
trace_00014,trace_00015,causal_003,commonsense_003,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.42528358731335336,0.5
trace_00014,trace_00016,causal_003,arith_004,causal_micro_world,arithmetic,correct,correct,False,True,0.5408520829727551,0.6666666666666666
trace_00014,trace_00017,causal_003,logic_004,causal_micro_world,symbolic_logic,correct,correct,False,True,0.20751874963942185,0.3333333333333333
trace_00014,trace_00018,causal_003,temporal_004,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.5954372523105549,0.6666666666666666
trace_00014,trace_00019,causal_003,causal_004,causal_micro_world,causal_micro_world,correct,correct,True,True,0.6666666666666666,0.6666666666666666
trace_00014,trace_00020,causal_003,commonsense_004,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.5954372523105549,0.6666666666666666
trace_00014,trace_00021,causal_003,arith_005,causal_micro_world,arithmetic,correct,correct,False,True,0.6666666666666666,0.6666666666666666
trace_00014,trace_00022,causal_003,logic_005,causal_micro_world,symbolic_logic,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00023,causal_003,temporal_005,causal_micro_world,temporal_ordering,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00024,causal_003,causal_005,causal_micro_world,causal_micro_world,correct,correct,True,True,0.3333333333333333,0.3333333333333333
trace_00014,trace_00025,causal_003,commonsense_005,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00026,causal_003,arith_006,causal_micro_world,arithmetic,correct,correct,False,True,0.1264907875651346,0.26666666666666666
trace_00014,trace_00027,causal_003,logic_006,causal_micro_world,symbolic_logic,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00028,causal_003,temporal_006,causal_micro_world,temporal_ordering,correct,incorrect,False,False,1.0,0.9999999999999999
trace_00014,trace_00029,causal_003,causal_006,causal_micro_world,causal_micro_world,correct,correct,True,True,0.1908745046211096,0.33333333333333337
trace_00014,trace_00030,causal_003,commonsense_006,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.6666666666666666,0.6666666666666666
trace_00014,trace_00031,causal_003,arith_007,causal_micro_world,arithmetic,correct,correct,False,True,0.10375937481971093,0.16666666666666666
trace_00014,trace_00032,causal_003,logic_007,causal_micro_world,symbolic_logic,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00033,causal_003,temporal_007,causal_micro_world,temporal_ordering,correct,correct,False,True,1.0,0.9999999999999999
trace_00014,trace_00034,causal_003,causal_007,causal_micro_world,causal_micro_world,correct,incorrect,True,False,0.3333333333333333,0.3333333333333333
trace_00014,trace_00035,causal_003,commonsense_007,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.5047440727278306,0.6666666666666666
trace_00014,trace_00036,causal_003,arith_008,causal_micro_world,arithmetic,correct,correct,False,True,0.490968531773352,0.6
trace_00014,trace_00037,causal_003,logic_008,causal_micro_world,symbolic_logic,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00038,causal_003,temporal_008,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.3333333333333333,0.3333333333333333
trace_00014,trace_00039,causal_003,causal_008,causal_micro_world,causal_micro_world,correct,incorrect,True,False,0.5954372523105549,0.6666666666666666
trace_00014,trace_00040,causal_003,commonsense_008,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.7126417936566767,0.7499999999999999
trace_00014,trace_00041,causal_003,arith_009,causal_micro_world,arithmetic,correct,correct,False,True,0.2721363128162408,0.4285714285714286
trace_00014,trace_00042,causal_003,logic_009,causal_micro_world,symbolic_logic,correct,incorrect,False,False,0.42528358731335336,0.5
trace_00014,trace_00043,causal_003,temporal_009,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.3333333333333333,0.3333333333333333
trace_00014,trace_00044,causal_003,causal_009,causal_micro_world,causal_micro_world,correct,correct,True,True,0.3333333333333333,0.3333333333333333
trace_00014,trace_00045,causal_003,commonsense_009,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.1264907875651346,0.26666666666666666
trace_00014,trace_00046,causal_003,arith_010,causal_micro_world,arithmetic,correct,correct,False,True,0.236452797660028,0.39999999999999997
trace_00014,trace_00047,causal_003,logic_010,causal_micro_world,symbolic_logic,correct,incorrect,False,False,1.0,0.9999999999999999
trace_00014,trace_00048,causal_003,temporal_010,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.6666666666666666,0.6666666666666666
trace_00014,trace_00049,causal_003,causal_010,causal_micro_world,causal_micro_world,correct,incorrect,True,False,1.0,0.9999999999999999
trace_00014,trace_00050,causal_003,commonsense_010,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.6666666666666666,0.6666666666666666
trace_00014,trace_00051,causal_003,arith_011,causal_micro_world,arithmetic,correct,incorrect,False,False,0.5954372523105548,0.6666666666666666
trace_00014,trace_00052,causal_003,logic_011,causal_micro_world,symbolic_logic,correct,correct,False,True,0.6666666666666666,0.6666666666666666
trace_00014,trace_00053,causal_003,temporal_011,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.1908745046211096,0.33333333333333337
trace_00014,trace_00054,causal_003,causal_011,causal_micro_world,causal_micro_world,correct,incorrect,True,False,0.3333333333333333,0.3333333333333333
trace_00014,trace_00055,causal_003,commonsense_011,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.48196747929973904,0.5714285714285714
trace_00014,trace_00056,causal_003,arith_012,causal_micro_world,arithmetic,correct,correct,False,True,0.5954372523105548,0.6666666666666666
trace_00014,trace_00057,causal_003,logic_012,causal_micro_world,symbolic_logic,correct,correct,False,True,1.0,0.9999999999999999
trace_00014,trace_00058,causal_003,temporal_012,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.3333333333333333,0.3333333333333333
trace_00014,trace_00059,causal_003,causal_012,causal_micro_world,causal_micro_world,correct,correct,True,True,0.5954372523105548,0.6666666666666666
trace_00014,trace_00060,causal_003,commonsense_012,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.5408520829727551,0.6666666666666666
trace_00014,trace_00061,causal_003,arith_013,causal_micro_world,arithmetic,correct,correct,False,True,0.43709270815304424,0.49999999999999994
trace_00014,trace_00062,causal_003,logic_013,causal_micro_world,symbolic_logic,correct,correct,False,True,0.27104451158356513,0.33333333333333337
trace_00014,trace_00063,causal_003,temporal_013,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.5954372523105549,0.6666666666666666
trace_00014,trace_00064,causal_003,causal_013,causal_micro_world,causal_micro_world,correct,incorrect,True,False,0.6666666666666666,0.6666666666666666
trace_00014,trace_00065,causal_003,commonsense_013,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.42528358731335336,0.5
trace_00014,trace_00066,causal_003,arith_014,causal_micro_world,arithmetic,correct,correct,False,True,0.6666666666666666,0.6666666666666666
trace_00014,trace_00067,causal_003,logic_014,causal_micro_world,symbolic_logic,correct,incorrect,False,False,0.5408520829727551,0.6666666666666666
trace_00014,trace_00068,causal_003,temporal_014,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.6666666666666666,0.6666666666666666
trace_00014,trace_00069,causal_003,causal_014,causal_micro_world,causal_micro_world,correct,correct,True,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00070,causal_003,commonsense_014,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.6666666666666666,0.6666666666666666
trace_00014,trace_00071,causal_003,arith_015,causal_micro_world,arithmetic,correct,correct,False,True,0.5954372523105548,0.6666666666666666
trace_00014,trace_00072,causal_003,logic_015,causal_micro_world,symbolic_logic,correct,incorrect,False,False,0.7704260414863775,0.8333333333333333
trace_00014,trace_00073,causal_003,temporal_015,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.3810065216784586,0.4666666666666667
trace_00014,trace_00074,causal_003,causal_015,causal_micro_world,causal_micro_world,correct,correct,True,True,0.4591479170272448,0.6666666666666666
trace_00014,trace_00075,causal_003,commonsense_015,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00076,causal_003,arith_016,causal_micro_world,arithmetic,correct,correct,False,True,0.5803376670330035,0.7142857142857143
trace_00014,trace_00077,causal_003,logic_016,causal_micro_world,symbolic_logic,correct,correct,False,True,0.3333333333333333,0.3333333333333333
trace_00014,trace_00078,causal_003,temporal_016,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.42528358731335336,0.5
trace_00014,trace_00079,causal_003,causal_016,causal_micro_world,causal_micro_world,correct,incorrect,True,False,0.5954372523105549,0.6666666666666666
trace_00014,trace_00080,causal_003,commonsense_016,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00081,causal_003,arith_017,causal_micro_world,arithmetic,correct,correct,False,True,0.42528358731335336,0.5
trace_00014,trace_00082,causal_003,logic_017,causal_micro_world,symbolic_logic,correct,incorrect,False,False,0.5954372523105549,0.6666666666666666
trace_00014,trace_00083,causal_003,temporal_017,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.6666666666666666,0.6666666666666666
trace_00014,trace_00084,causal_003,causal_017,causal_micro_world,causal_micro_world,correct,correct,True,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00085,causal_003,commonsense_017,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.20751874963942185,0.3333333333333333
trace_00014,trace_00086,causal_003,arith_018,causal_micro_world,arithmetic,correct,correct,False,True,0.6666666666666666,0.6666666666666666
trace_00014,trace_00087,causal_003,logic_018,causal_micro_world,symbolic_logic,correct,correct,False,True,0.6666666666666666,0.6666666666666666
trace_00014,trace_00088,causal_003,temporal_018,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.5954372523105549,0.6666666666666666
trace_00014,trace_00089,causal_003,causal_018,causal_micro_world,causal_micro_world,correct,correct,True,True,0.13792538097003013,0.24999999999999997
trace_00014,trace_00090,causal_003,commonsense_018,causal_micro_world,commonsense_multihop,correct,incorrect,False,False,0.7126417936566767,0.7499999999999999
trace_00014,trace_00091,causal_003,arith_019,causal_micro_world,arithmetic,correct,correct,False,True,0.42528358731335336,0.5
trace_00014,trace_00092,causal_003,logic_019,causal_micro_world,symbolic_logic,correct,correct,False,True,0.5408520829727552,0.6666666666666666
trace_00014,trace_00093,causal_003,temporal_019,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.3333333333333333,0.3333333333333333
trace_00014,trace_00094,causal_003,causal_019,causal_micro_world,causal_micro_world,correct,correct,True,True,0.3333333333333333,0.3333333333333333
trace_00014,trace_00095,causal_003,commonsense_019,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.3333333333333333,0.3333333333333333
trace_00014,trace_00096,causal_003,arith_020,causal_micro_world,arithmetic,correct,correct,False,True,0.42528358731335336,0.5
trace_00014,trace_00097,causal_003,logic_020,causal_micro_world,symbolic_logic,correct,incorrect,False,False,0.1908745046211096,0.33333333333333337
trace_00014,trace_00098,causal_003,temporal_020,causal_micro_world,temporal_ordering,correct,incorrect,False,False,0.3333333333333333,0.3333333333333333
trace_00014,trace_00099,causal_003,causal_020,causal_micro_world,causal_micro_world,correct,correct,True,True,0.5954372523105549,0.6666666666666666
trace_00014,trace_00100,causal_003,commonsense_020,causal_micro_world,commonsense_multihop,correct,correct,False,True,0.490968531773352,0.6
trace_00015,trace_00016,commonsense_003,arith_004,commonsense_multihop,arithmetic,correct,correct,False,True,0.32518928103806,0.5
trace_00015,trace_00017,commonsense_003,logic_004,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.32518928103806,0.5
trace_00015,trace_00018,commonsense_003,temporal_004,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00015,trace_00019,commonsense_003,causal_004,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.1379253809700301,0.24999999999999997
trace_00015,trace_00020,commonsense_003,commonsense_004,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.1556390622295664,0.25
trace_00015,trace_00021,commonsense_003,arith_005,commonsense_multihop,arithmetic,correct,correct,False,True,0.32518928103806,0.5
trace_00015,trace_00022,commonsense_003,logic_005,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00023,commonsense_003,temporal_005,commonsense_multihop,temporal_ordering,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00024,commonsense_003,causal_005,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.13792538097003013,0.24999999999999997
trace_00015,trace_00025,commonsense_003,commonsense_005,commonsense_multihop,commonsense_multihop,correct,correct,True,True,0.3112781244591328,0.5
trace_00015,trace_00026,commonsense_003,arith_006,commonsense_multihop,arithmetic,correct,correct,False,True,0.24161387653786542,0.35
trace_00015,trace_00027,commonsense_003,logic_006,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00028,commonsense_003,temporal_006,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.5487949406953987,0.75
trace_00015,trace_00029,commonsense_003,causal_006,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00030,commonsense_003,commonsense_006,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.1379253809700301,0.24999999999999997
trace_00015,trace_00031,commonsense_003,arith_007,commonsense_multihop,arithmetic,correct,correct,False,True,0.2230022134686308,0.3333333333333333
trace_00015,trace_00032,commonsense_003,logic_007,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00033,commonsense_003,temporal_007,commonsense_multihop,temporal_ordering,correct,correct,False,True,0.32518928103806,0.5
trace_00015,trace_00034,commonsense_003,causal_007,commonsense_multihop,causal_micro_world,correct,incorrect,False,False,0.13792538097003013,0.24999999999999997
trace_00015,trace_00035,commonsense_003,commonsense_007,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.36128225143847115,0.55
trace_00015,trace_00036,commonsense_003,arith_008,commonsense_multihop,arithmetic,correct,correct,False,True,0.018621763074265447,0.15
trace_00015,trace_00037,commonsense_003,logic_008,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00038,commonsense_003,temporal_008,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.13792538097003013,0.24999999999999997
trace_00015,trace_00039,commonsense_003,causal_008,commonsense_multihop,causal_micro_world,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00015,trace_00040,commonsense_003,commonsense_008,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.1556390622295664,0.25
trace_00015,trace_00041,commonsense_003,arith_009,commonsense_multihop,arithmetic,correct,correct,False,True,0.306355089400266,0.46428571428571425
trace_00015,trace_00042,commonsense_003,logic_009,commonsense_multihop,symbolic_logic,correct,incorrect,False,False,0.1556390622295664,0.25
trace_00015,trace_00043,commonsense_003,temporal_009,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.13792538097003013,0.24999999999999997
trace_00015,trace_00044,commonsense_003,causal_009,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.13792538097003013,0.24999999999999997
trace_00015,trace_00045,commonsense_003,commonsense_009,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.24161387653786542,0.35
trace_00015,trace_00046,commonsense_003,arith_010,commonsense_multihop,arithmetic,correct,correct,False,True,0.10803154614560012,0.19999999999999998
trace_00015,trace_00047,commonsense_003,logic_010,commonsense_multihop,symbolic_logic,correct,incorrect,False,False,0.5487949406953987,0.75
trace_00015,trace_00048,commonsense_003,temporal_010,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.1379253809700301,0.24999999999999997
trace_00015,trace_00049,commonsense_003,causal_010,commonsense_multihop,causal_micro_world,correct,incorrect,False,False,0.32518928103806,0.49999999999999994
trace_00015,trace_00050,commonsense_003,commonsense_010,commonsense_multihop,commonsense_multihop,correct,correct,True,True,0.1379253809700301,0.24999999999999997
trace_00015,trace_00051,commonsense_003,arith_011,commonsense_multihop,arithmetic,correct,incorrect,False,False,0.5,0.5
trace_00015,trace_00052,commonsense_003,logic_011,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.1379253809700301,0.24999999999999997
trace_00015,trace_00053,commonsense_003,temporal_011,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00015,trace_00054,commonsense_003,causal_011,commonsense_multihop,causal_micro_world,correct,incorrect,False,False,0.13792538097003013,0.24999999999999997
trace_00015,trace_00055,commonsense_003,commonsense_011,commonsense_multihop,commonsense_multihop,correct,correct,True,True,0.36888723188156036,0.5
trace_00015,trace_00056,commonsense_003,arith_012,commonsense_multihop,arithmetic,correct,correct,False,True,0.6556390622295665,0.75
trace_00015,trace_00057,commonsense_003,logic_012,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.5487949406953987,0.75
trace_00015,trace_00058,commonsense_003,temporal_012,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.13792538097003013,0.24999999999999997
trace_00015,trace_00059,commonsense_003,causal_012,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.6556390622295665,0.75
trace_00015,trace_00060,commonsense_003,commonsense_012,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.32518928103806,0.5
trace_00015,trace_00061,commonsense_003,arith_013,commonsense_multihop,arithmetic,correct,correct,False,True,0.3080790459672315,0.41666666666666663
trace_00015,trace_00062,commonsense_003,logic_013,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.4646059900014654,0.55
trace_00015,trace_00063,commonsense_003,temporal_013,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00015,trace_00064,commonsense_003,causal_013,commonsense_multihop,causal_micro_world,correct,incorrect,False,False,0.32518928103806,0.49999999999999994
trace_00015,trace_00065,commonsense_003,commonsense_013,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.0,0.0
trace_00015,trace_00066,commonsense_003,arith_014,commonsense_multihop,arithmetic,correct,correct,False,True,0.42528358731335336,0.4999999999999999
trace_00015,trace_00067,commonsense_003,logic_014,commonsense_multihop,symbolic_logic,correct,incorrect,False,False,0.32518928103806,0.5
trace_00015,trace_00068,commonsense_003,temporal_014,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.1379253809700301,0.24999999999999997
trace_00015,trace_00069,commonsense_003,causal_014,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00070,commonsense_003,commonsense_014,commonsense_multihop,commonsense_multihop,correct,correct,True,True,0.16599948204152049,0.3333333333333333
trace_00015,trace_00071,commonsense_003,arith_015,commonsense_multihop,arithmetic,correct,correct,False,True,0.6556390622295665,0.75
trace_00015,trace_00072,commonsense_003,logic_015,commonsense_multihop,symbolic_logic,correct,incorrect,False,False,0.20798473969193815,0.4166666666666667
trace_00015,trace_00073,commonsense_003,temporal_015,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.018621763074265444,0.15
trace_00015,trace_00074,commonsense_003,causal_015,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.5487949406953987,0.75
trace_00015,trace_00075,commonsense_003,commonsense_015,commonsense_multihop,commonsense_multihop,correct,correct,True,True,0.1556390622295664,0.25
trace_00015,trace_00076,commonsense_003,arith_016,commonsense_multihop,arithmetic,correct,correct,False,True,0.2251120335231676,0.3571428571428571
trace_00015,trace_00077,commonsense_003,logic_016,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.13792538097003013,0.24999999999999997
trace_00015,trace_00078,commonsense_003,temporal_016,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.0,0.0
trace_00015,trace_00079,commonsense_003,causal_016,commonsense_multihop,causal_micro_world,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00015,trace_00080,commonsense_003,commonsense_016,commonsense_multihop,commonsense_multihop,correct,correct,True,True,0.3112781244591328,0.5
trace_00015,trace_00081,commonsense_003,arith_017,commonsense_multihop,arithmetic,correct,correct,False,True,0.25,0.25
trace_00015,trace_00082,commonsense_003,logic_017,commonsense_multihop,symbolic_logic,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00015,trace_00083,commonsense_003,temporal_017,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.1379253809700301,0.24999999999999997
trace_00015,trace_00084,commonsense_003,causal_017,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00085,commonsense_003,commonsense_017,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.32518928103806,0.5
trace_00015,trace_00086,commonsense_003,arith_018,commonsense_multihop,arithmetic,correct,correct,False,True,0.42528358731335336,0.4999999999999999
trace_00015,trace_00087,commonsense_003,logic_018,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.1379253809700301,0.24999999999999997
trace_00015,trace_00088,commonsense_003,temporal_018,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00015,trace_00089,commonsense_003,causal_018,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.25,0.25
trace_00015,trace_00090,commonsense_003,commonsense_018,commonsense_multihop,commonsense_multihop,correct,incorrect,True,False,0.1556390622295664,0.25
trace_00015,trace_00091,commonsense_003,arith_019,commonsense_multihop,arithmetic,correct,correct,False,True,0.25,0.25
trace_00015,trace_00092,commonsense_003,logic_019,commonsense_multihop,symbolic_logic,correct,correct,False,True,0.04879494069539858,0.25
trace_00015,trace_00093,commonsense_003,temporal_019,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.13792538097003013,0.24999999999999997
trace_00015,trace_00094,commonsense_003,causal_019,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.13792538097003013,0.24999999999999997
trace_00015,trace_00095,commonsense_003,commonsense_019,commonsense_multihop,commonsense_multihop,correct,correct,True,True,0.13792538097003013,0.24999999999999997
trace_00015,trace_00096,commonsense_003,arith_020,commonsense_multihop,arithmetic,correct,correct,False,True,0.25,0.25
trace_00015,trace_00097,commonsense_003,logic_020,commonsense_multihop,symbolic_logic,correct,incorrect,False,False,0.3112781244591328,0.5
trace_00015,trace_00098,commonsense_003,temporal_020,commonsense_multihop,temporal_ordering,correct,incorrect,False,False,0.42528358731335336,0.5
trace_00015,trace_00099,commonsense_003,causal_020,commonsense_multihop,causal_micro_world,correct,correct,False,True,0.3112781244591328,0.5
trace_00015,trace_00100,commonsense_003,commonsense_020,commonsense_multihop,commonsense_multihop,correct,correct,True,True,0.01862176307426544,0.15
trace_00016,trace_00017,arith_004,logic_004,arithmetic,symbolic_logic,correct,correct,False,True,0.3333333333333333,0.3333333333333333
trace_00016,trace_00018,arith_004,temporal_004,arithmetic,temporal_ordering,correct,incorrect,False,False,0.020720839623908215,0.16666666666666666
trace_00016,trace_00019,arith_004,causal_004,arithmetic,causal_micro_world,correct,correct,False,True,0.6666666666666666,0.6666666666666666
trace_00016,trace_00020,arith_004,commonsense_004,arithmetic,commonsense_multihop,correct,incorrect,False,False,0.13792538097003013,0.24999999999999997
trace_00016,trace_00021,arith_004,arith_005,arithmetic,arithmetic,correct,correct,True,True,0.08170416594551039,0.3333333333333333
trace_00016,trace_00022,arith_004,logic_005,arithmetic,symbolic_logic,correct,correct,False,True,0.020720839623908215,0.16666666666666666
trace_00016,trace_00023,arith_004,temporal_005,arithmetic,temporal_ordering,correct,correct,False,True,0.5954372523105548,0.6666666666666666
trace_00016,trace_00024,arith_004,causal_005,arithmetic,causal_micro_world,correct,correct,False,True,0.5408520829727551,0.6666666666666666
trace_00016,trace_00025,arith_004,commonsense_005,arithmetic,commonsense_multihop,correct,correct,False,True,0.42528358731335336,0.5
trace_00016,trace_00026,arith_004,arith_006,arithmetic,arithmetic,correct,correct,True,True,0.236452797660028,0.3999999999999999
trace_00016,trace_00027,arith_004,logic_006,arithmetic,symbolic_logic,correct,correct,False,True,0.42528358731335336,0.5
trace_00016,trace_00028,arith_004,temporal_006,arithmetic,temporal_ordering,correct,incorrect,False,False,1.0,1.0
trace_00016,trace_00029,arith_004,causal_006,arithmetic,causal_micro_world,correct,correct,False,True,0.42528358731335336,0.5
trace_00016,trace_00030,arith_004,commonsense_006,arithmetic,commonsense_multihop,correct,incorrect,False,False,0.20751874963942185,0.3333333333333333
trace_00016,trace_00031,arith_004,arith_007,arithmetic,arithmetic,correct,correct,True,True,0.3112781244591328,0.49999999999999994
trace_00016,trace_00032,arith_004,logic_007,arithmetic,symbolic_logic,correct,correct,False,True,0.42528358731335336,0.5
